Cohort years,group,Cohort count,"Salaries (-dw, attribution, and displacement) (£)","GVA (-dw, attribution, and displacement) (£)",Savings from reduced reoffending (£),Savings to DWP/Health (£),Volunteer value (mentor and non-mentor) (£),WELLBY (-dw and attribution) (£),Volunteers (-attribution) (£),Total savings (£),group_type
2015/16,North East,1864.6825960054994,5020297.312400144,6492173.247064203,143462.38341394346,153760.02288477123,23996.5074516002,3266214.2531686486,675139.7846607504,16188077.122794136,region
2015/16,North West,1826.5942744828762,8247642.186882239,9962501.58784811,329421.38843787723,1066961.7580260164,16744.603087773947,2180850.851943438,752532.3114912912,7927465.235177981,region
2015/16,Northern Ireland,1933.2473186751827,5002154.989013915,4226747.819667402,168882.75420109817,381344.1670455791,14971.004581496114,1030792.4901142094,495021.3017774297,3392631.0149128307,region
2015/16,Scotland,1691.5480079546571,10424653.593233474,41524316.16968883,135008.52434174885,2502606.659581529,88395.68353921724,7774127.529944009,2521400.9740088996,15133643.680255175,region
2015/16,South East,1475.894010210037,6421265.6293860525,1986715.6021957903,229532.9159186449,825253.3486811875,4953.924564108715,606437.7665518738,865929.0011522117,10258700.63746727,region
2015/16,South West,2607.9327172987164,9056882.484748771,15135782.583403047,309225.62980610266,1154592.9376494477,13961.99944762959,1955474.089053995,758493.7671686225,27256135.193534702,region
2015/16,Wales,1492.0104184644297,6848313.717875499,7366500.886569755,85110.60653487743,658499.8697602671,17227.57210730482,1074249.6455960993,962642.5990053948,7538814.57938411,region
2015/16,West Midlands,1135.9307645224035,10760204.589932479,20220046.81996719,170501.7404353727,1595287.4783694972,57683.06144951,3940975.3859409797,588521.7449358723,31010639.095610302,region
2015/16,Yorkshire and The Humber,1163.7206082277,1343556.123509256,10836555.482896237,149655.25796053262,778605.9700420708,7841.7679654005515,2751937.7149999887,247392.57953660225,20943912.83633103,region
2016/17,East Midlands,1717.1073803991083,8243283.767854038,5061769.047613746,122118.26752401516,1201407.0556843535,64479.745795657436,6146695.215346195,1008097.9453421892,26889613.83054454,region
2016/17,East of England,1006.1872462263333,1965054.415528476,11751741.416132271,96457.7262308836,808931.6646063002,21517.029752949733,1892689.5700880946,848263.3553981407,19348299.259546045,region
2016/17,London,1720.6865977719426,23368415.724171974,23945587.37956463,172193.2206100032,746346.9655898699,108021.28216116903,1127657.6554659826,1462754.2981625115,37271972.29752255,region
2016/17,North East,2360.2049774058164,5354832.924786946,5916881.946363904,231402.95440262742,441004.7145856079,85260.43405738896,2141151.714767516,835441.8047282175,14276940.004067859,region
2016/17,North West,4074.973468822427,13413296.803576807,24571742.491527982,454362.10452191794,478863.8544345778,151561.41465043326,8781015.059073469,1502276.8962828561,9535316.867987258,region
2016/17,Northern Ireland,755.0838666502386,1950253.287579866,1942913.0861828844,87419.50255633927,136542.29502972588,100497.69490319504,5923828.521748346,1702712.3926856988,14490897.061317638,region
2016/17,Scotland,5687.109358159825,4808322.105656555,21337996.869101226,73077.17989853583,2297298.512063499,68059.44838537047,1795345.8467452151,1226221.3972581597,10064862.667452874,region
2016/17,South East,1923.1008606527,3933172.0243276106,12181313.699157327,128697.19735929742,600420.9135755723,45409.76417802873,2137069.2139742607,184328.9450641371,11191393.355663905,region
2016/17,South West,1566.4658550415188,7944318.488266972,23650127.178833324,108094.06578959135,875051.1327868149,147734.15633797343,2589751.1748811915,497584.68067531066,22550905.32482017,region
2016/17,Wales,709.7428862974048,6232101.697989169,6848836.875820052,136002.39397540502,181381.74109116496,78633.35189304981,1849262.937418995,798109.5897962142,8410593.26050218,region
2016/17,West Midlands,3304.9770841587333,6869145.013434277,15629417.60019918,394471.22615603363,1708389.9308229992,76561.0552296277,5344951.1606706185,1428061.0303986154,33377703.941808954,region
2016/17,Yorkshire and The Humber,2318.113931411505,7299931.004001827,15433415.816310903,74040.98133780212,744103.6690403838,87230.64474263102,1634893.0948346204,696357.0976391989,10660348.7273488,region
2017/18,East Midlands,470.5561913330109,12192275.828955596,3912462.454850377,276581.0391170263,612747.0846523345,104112.48737948383,989613.984475346,856284.8140537859,22096963.93275293,region
2017/18,East of England,1888.9406441599128,8736023.47805483,10101147.909937432,161761.46972772758,879938.4987768123,90929.37191389015,1120619.491050331,870227.9235963671,8792893.419135833,region
2017/18,London,1991.9701937027276,11079159.122857587,15434286.412078138,283509.3559598386,1155619.6894867348,166468.41030490695,5636485.441400805,316676.27453676274,48600377.89276495,region
2017/18,North East,857.7486769650131,5816905.398257223,10382979.718979344,171593.33466883376,591304.9595043988,70484.44888028876,1696448.7072019982,562826.9640495614,16225017.979381291,region
2017/18,North West,1662.874015942216,8375389.255388434,16863905.567020018,180174.32322072555,302535.51525093056,57807.36265972043,3754324.2358307117,833066.3711356483,6781384.897522063,region
2017/18,Northern Ireland,1035.276875916496,1851900.8395844295,1116969.6628216803,141982.1313116789,445002.0567757402,102668.108225945,3328910.954271275,904165.7729437837,6928409.206466626,region
2017/18,Scotland,3349.719389582612,13648382.492758548,41376547.6911886,154052.44237139076,756071.8934309864,240760.97631943857,2571622.7960552117,2440214.150991498,37355307.79980719,region
2017/18,South East,1721.2143980193882,4618174.0729001975,9079632.000661286,81100.54560283273,107637.75241413117,20804.983111508474,695390.1765535361,396437.68077010935,9891104.916180925,region
2017/18,South West,1127.458320229687,5583749.248631972,22186037.2939433,155134.8003468223,1109247.2234958075,79497.00816803813,1720671.5471100612,551870.6368507093,14002479.943643577,region
2017/18,Wales,374.7723179962486,1874759.1325417354,11664567.03398421,51962.203777252515,234742.30588265194,49920.45752680304,2253961.115411545,1016592.332901235,5650441.044407282,region
2017/18,West Midlands,2034.418348142877,3352822.1105688815,10664163.012686824,276968.19386985153,1519177.229742923,185048.02076893975,3072219.8601695723,1273945.9124502367,25477576.528806493,region
2017/18,Yorkshire and The Humber,2022.572324156016,7555760.935082041,13763296.865276191,167929.26798876433,804802.4971055946,111792.44737252571,2306079.146679689,212642.7271908934,10936462.105388662,region
2018/19,East Midlands,2036.7624084645884,9957190.620240005,17669953.538890924,112220.31182236355,1289557.5072304935,59253.27227781866,4972024.22823706,181358.36625677082,29256690.066262946,region
2018/19,East of England,2079.5444713538513,5787352.87739199,9838649.94551411,70826.64445572198,222212.52916274592,138771.80919774075,3128529.236169067,609251.7104228003,5694103.027064882,region
2018/19,London,2976.2337698943916,14839114.188917167,27794355.74348513,369004.76957734075,767523.9914264586,202632.3129853439,1096849.266486053,1535149.5925878317,22151397.551719945,region
2018/19,North East,538.8034072672948,1459769.1714325994,7194132.627913496,73514.9910894841,375651.56769196264,22635.151700362185,3105336.361160092,123458.9064520181,9124717.134159416,region
2018/19,North West,1096.3286994993687,3103562.692865884,20423692.91026635,416798.7724316903,1263918.2492979139,150234.3390739434,6131820.403539985,1178256.919282024,37130363.38665229,region
2018/19,Northern Ireland,874.9343546241521,1162790.1251734998,3334138.231241441,73225.4512765931,116741.9774701288,76424.80949738811,5959153.754922343,564687.3629573614,8606709.743903713,region
2018/19,Scotland,1395.0102268964054,17446287.56925188,12789539.43290597,210789.1199624654,1844118.9202520896,236289.14224158737,5265994.793052945,1082690.5852317822,47621404.103792146,region
2018/19,South East,473.0749859765172,1188968.23816297,4446484.434512796,38832.10723135434,424060.96757866815,57286.38259128612,1354974.5064545409,229571.81927653612,5670179.472931403,region
2018/19,South West,2254.7770010728386,12079035.782265346,13828279.700978398,305850.46455456055,759186.4169646599,30901.71338868038,2971748.420092166,712900.9681836097,20205151.417910628,region
2018/19,Wales,1382.9137923255562,3690768.761948845,7820851.894789625,160470.80516472066,395055.7858102173,131592.9838022062,631668.4557050596,865321.7449755695,3195570.3346539484,region
2018/19,West Midlands,5309.540586278402,13631344.752237096,18793379.342946332,387878.4810832694,902430.4286451613,302414.8064416664,4088464.3665380836,1692241.2851314906,23212586.090508368,region
2018/19,Yorkshire and The Humber,426.37032808735967,7242117.146914482,12876133.537634013,240040.31446701847,531171.4048419208,125340.52189986741,2518097.374332533,954771.2784396019,7774766.564626243,region
2019/20,East Midlands,1734.0918265014889,5958100.11107651,11781865.977781074,335185.3612568753,819165.0067381137,154508.6310417539,3658685.2528585442,893232.169556916,8933959.303683307,region
2019/20,East of England,885.354845156707,2118212.968233558,3774606.861960155,231105.00310328603,511526.75348185375,42511.925190828624,1451698.9245314645,685503.9222298054,13926855.223366268,region
2019/20,London,860.1576454639435,9651554.412998773,30665923.532025173,392588.45435223915,1262485.6562180165,190144.42036741125,1527224.106127606,847381.2349620605,32263216.796949334,region
2019/20,North East,1764.1029252044857,3545457.450686768,2955076.0880032647,52188.19560623915,250324.97466795373,145328.70089372835,2733582.759802592,851325.8622545575,3596815.446835632,region
2019/20,North West,3310.5133225817235,6302896.894429734,11700587.931134852,113849.40374226832,949967.2104259069,58436.332892505576,3206747.1132244244,1437126.6864334038,15744443.023438573,region
2019/20,Northern Ireland,2172.1446997527037,2790745.490008273,3608869.3817868433,212808.39758865535,290604.81646106526,43593.374653577186,7164511.549740739,1794547.5657958544,7641119.110661023,region
2019/20,Scotland,4269.015223162249,4020508.673840415,29725887.209679034,89078.16291627102,1751148.2018639892,196168.45137399872,7645456.855676152,390561.04120226874,51605290.64022512,region
2019/20,South East,1145.5508648268878,4239068.723398332,13326771.619361171,33953.24927892815,517811.5732099295,126442.64287193271,2753935.9887658083,646527.779653395,18372039.58529457,region
2019/20,South West,1963.89788139835,3042154.969179692,13948133.805900069,226908.83939898017,871399.6639022604,76635.86611682922,478813.6504415567,481823.24946337193,7883914.568663618,region
2019/20,Wales,415.1342297799885,3090178.9144815668,8967746.298346953,257065.9479915155,248226.91810725408,114104.21722832938,2361033.160654896,982176.7238150936,12734095.530093938,region
2019/20,West Midlands,3839.1939984457567,1911571.2563148532,7098188.620558259,262543.22233778273,1415797.2515332852,185284.3355591102,4042538.201142169,458886.82901530014,9206536.603079602,region
2019/20,Yorkshire and The Humber,1260.8419444255533,4224085.787323825,3096182.5409733946,61133.4897922732,614180.7606775314,106908.44838580758,811766.3341717764,620638.5656647969,6829004.887237242,region
2020/21,East Midlands,1074.1367416583003,1448670.0933357477,16265334.856828619,169056.10696629417,1278967.0514333907,106154.79776444279,3933045.765883319,707475.6398835217,25260172.5038316,region
2020/21,East of England,539.2874292880297,6935197.183066015,2248481.7950241785,62718.180742010474,832241.4856519407,134209.54587370437,1452531.9825447404,571049.6712174051,17301022.679136224,region
2020/21,London,628.9671271555126,15307597.374837494,27568427.862436026,143959.25789255687,921684.8777480188,108158.03204580295,713860.2607079556,1401978.0538679278,41105376.56106899,region
2020/21,North East,1013.3140266150235,1527295.385880665,6117879.371178877,94638.38320198804,371876.2509108111,92266.59547969382,1748799.2714674107,219404.71572860488,6521127.054376511,region
2020/21,North West,2660.178634632379,8372761.530523266,5206571.318568031,250622.9710203154,871919.6860780938,270673.8676949182,5971449.090827675,1296555.6328451075,10042370.250587791,region
2020/21,Northern Ireland,688.6811393558979,779822.5444274744,860251.9245063862,132327.0329103403,163108.8002229631,76106.76756052989,1067492.97636122,1115394.2301503124,4703226.00542783,region
2020/21,Scotland,2926.010094320774,7504456.021498514,28044600.339901105,153439.7738304194,1379999.1437808254,332210.98620156996,1431868.0732593026,215489.37273677456,35232464.72249914,region
2020/21,South East,1194.190288415551,4988063.358532123,10984055.888163125,81045.99809620157,578428.3965777039,111269.84679503222,1630149.9821729711,432751.17358434375,17921638.19856288,region
2020/21,South West,468.7925397697836,5325387.237362178,14471408.011825299,188068.28917263748,770432.6080452943,20241.271326284914,1213333.7624253954,80183.51130306988,7214973.82534016,region
2020/21,Wales,240.68408202938735,1440381.6566550196,3590806.8800085457,249015.6929186579,425021.9826069463,75331.36100242504,2187475.2371497396,693117.6753791745,3711225.6205643555,region
2020/21,West Midlands,3472.503314508498,1954688.3481239588,7143669.8515919335,259955.9507587882,502230.21774689003,260533.99121511047,647994.963116135,383197.5245302112,15369642.974359164,region
2020/21,Yorkshire and The Humber,702.3583353711293,4385428.298683404,6139746.287200972,38768.8922651371,387119.97894852574,134326.60385284564,1400630.698919353,325533.2902498505,9149930.008307511,region
2021/22,East Midlands,988.1516248881817,7101627.599261734,18656039.923662018,30902.945442246277,412462.3937620695,114913.13566531573,2989715.63342958,720055.1839878857,25650291.761683647,region
2021/22,East of England,895.3635489720853,4264680.099307652,9612526.356904069,62168.555916162964,361319.8598549277,35322.997878630296,4483183.473199104,246639.94129745735,16116089.566503631,region
2021/22,London,2095.156145198643,17566958.868344694,25848124.175241243,281790.87868243083,1035634.638728421,336330.80484700104,913480.518799284,856721.7929183167,34648684.21290375,region
2021/22,North East,1018.7891648065298,2014408.6045569633,4670179.335455581,94960.69315754046,89369.07155981344,135256.3903387104,2771970.1055078674,183626.50559688688,8389281.010521179,region
2021/22,North West,1987.7773191351444,9259300.58106511,3253732.6542426515,196659.4142830605,743881.7821475597,143503.51286541854,5703663.137894699,1089546.6628962087,17889982.431867562,region
2021/22,Northern Ireland,817.0209632758051,1178753.8119427299,2168028.333882394,60520.809852916,200630.2803644087,90104.77756150454,4305393.35046258,1775020.5352334802,4001347.279879531,region
2021/22,Scotland,2393.064216193743,12805659.578253705,4844992.8119003195,119410.02237751876,292188.122395372,240687.73707248946,6953215.831613054,1113446.5015049689,5821306.57402194,region
2021/22,South East,1022.1320754198358,7405052.816326325,7542869.329771427,122052.70030785352,415404.56780853274,148334.58428370644,4103154.577444,442554.7316581272,5304548.565113178,region
2021/22,South West,514.3088927283884,1725044.1478055571,3487675.6713057123,18955.85897216797,723479.0482983303,69873.13662693754,355962.02454166533,205818.27330223774,17479058.957255647,region
2021/22,Wales,792.0027836041526,1828865.856275872,5661618.965477823,188474.91676407887,611036.1730425637,70171.51729023478,2714064.450357073,541339.0937454626,7434421.819518413,region
2021/22,West Midlands,1526.4503198074178,12902534.069060348,8954613.022260515,179686.49139303414,938661.8390670017,254433.61052903454,3913619.734169752,1594526.2408005018,29593843.30742469,region
2021/22,Yorkshire and The Humber,1686.331907145679,4926417.226532887,5052296.120996725,72536.86318331957,125091.86668958142,84586.53535982809,2734464.8180304216,951150.0020096309,5689263.259982901,region
2022/23,East Midlands,1809.952510295436,2319892.04747766,15477949.089988051,26207.669910936245,526531.7810137338,167854.5690726453,4056664.383662656,1338853.1771079516,22107636.44048324,region
2022/23,East of England,627.8009127324448,2730262.423256528,7713472.191992333,24349.384557874873,497126.131735098,52056.6392935796,4278629.540529037,320430.8408353747,22463268.897409316,region
2022/23,London,3174.369358466938,4610582.390277693,16146035.674549129,247966.05674123878,860177.8287531035,348973.60127164243,2912562.494750374,1331475.236538173,35633888.21041018,region
2022/23,North East,698.2675416180864,3009617.1226145667,3446902.1665778575,83788.73572485596,366903.9621100016,125418.6850597633,882886.6740487956,390919.1450923005,10168793.96840934,region
2022/23,North West,867.0711502481253,4717380.106539729,27433548.98514328,120892.10252775437,564320.9241063073,274207.5030194613,3661946.343157114,2688241.219716621,39644311.40026614,region
2022/23,Northern Ireland,238.89836457744244,918836.3646909321,4126913.6255008983,47351.9919330541,160334.3826920539,176511.1445283119,5075328.422984054,2027819.7532498594,7912380.152404561,region
2022/23,Scotland,912.1722286758944,11162918.520307343,8283438.546781866,116637.58198707475,791750.7827673788,241724.3933245099,8983257.200548077,2155380.8495279537,35317437.619612455,region
2022/23,South East,1417.7123926229776,5785943.804891029,10974875.733548373,78210.36767333598,352221.3488153279,105914.14135383783,1741760.9066991564,525083.7870199687,22026972.429049578,region
2022/23,South West,1337.5404816292225,6525155.09124803,6311771.443888408,22346.56736991294,403552.3964617128,87556.764345394,1982949.4424547874,428260.5844750118,22927780.048912577,region
2022/23,Wales,869.078719317913,2050833.9910920241,5084532.614242792,71463.3747787131,290253.10465029627,127955.98270114422,3654053.5793289784,599291.9061593079,2979610.4912050623,region
2022/23,West Midlands,2098.357211567275,9400268.594087128,11532853.432070507,78121.9750497982,258488.46662970298,258987.27758474604,1021282.4758325813,1106816.2196038193,11592941.335621102,region
2022/23,Yorkshire and The Humber,666.2693546704949,2237445.258032996,6791410.657442669,155706.77201851533,654657.321084488,86222.52592524774,4267974.514884383,290323.3894266408,19409728.027413525,region
2023/24,East Midlands,2124.190766500309,5404806.6472615115,16387648.629130512,24166.482190974057,142660.6724884849,113826.05389922456,3092293.321288286,383940.71034744015,16150953.868755171,region
2023/24,East of England,1498.8617918863893,4565146.689374851,3566746.703868053,28772.1143204093,808092.1827887703,68871.04697366033,2861169.633005934,312949.6290752589,11080804.873816347,region
2023/24,London,3045.7575359288608,5664407.950995658,23128379.929885365,92255.9861812396,648215.4079067986,477785.68422414956,4283836.348301827,2139576.3644486396,19669108.212845396,region
2023/24,North East,451.15023292358967,3053680.9234994557,3728242.975671511,44665.64316192456,347335.9262688272,46613.09644631482,1962225.74382924,956174.618622906,6258616.333897636,region
2023/24,North West,4667.647188980877,6229803.297487565,25027673.65358709,100234.1522413725,532998.2898253575,702359.1104485699,4487402.292345376,2226350.855374443,8551052.110185502,region
2023/24,Northern Ireland,831.7696307489649,510007.5618741294,4158096.4863921013,121445.2025995888,268635.6336920675,81954.51980776049,11053833.673861792,3023919.755992453,5335214.555125055,region
2023/24,Scotland,1308.0439288001508,11035622.25423855,11572341.514206517,75189.45143487344,896643.9012928978,270943.9307162734,9908935.795838747,447933.37885163556,30871867.783146534,region
2023/24,South East,1694.7614959694445,7604667.00247179,6422198.481282132,98855.35432090388,723777.0431727648,232947.20904743735,1750341.5049784456,662440.219242162,19218599.241007425,region
2023/24,South West,1785.9284224106,8782988.942667952,12235462.13495335,60799.7493477583,221638.54500348234,266543.27895847964,435160.80840921693,426563.1447401384,10940348.407822706,region
2023/24,Wales,367.13361190631986,4036055.285670896,7071802.7461507805,108330.34778043181,173999.83795769513,82222.74019058722,6220709.689657658,741686.358786623,4581587.230954664,region
2023/24,West Midlands,1651.5191210340708,11005469.097306337,21618225.88400571,125747.96240141541,1343819.4143906457,320111.0458646113,2680923.6205110564,1219957.0874352374,25351771.20225293,region
2023/24,Yorkshire and The Humber,2179.2264089941978,7847381.938261366,14280654.233142538,33350.015105268365,732674.409316054,349382.07961646514,1963432.0091097152,266429.66739651386,19736380.960990872,region
2024/25,East Midlands,1366.8520158413796,5281987.116851446,2741889.681039229,44988.98533781189,628607.1127745192,44674.15659550017,1817465.0611432223,342019.1026996328,7021166.598654562,region
2024/25,East of England,802.9871155958623,2434674.475935756,6054229.032208678,50859.06577686779,225045.74656744636,166725.53403090537,903978.0658339062,514230.5026109318,10509270.868220221,region
2024/25,London,1369.8613844633105,6548139.250953476,7402898.75876665,113862.7755136706,199161.28391839584,218568.81712369533,7862291.839285504,2160618.1713841753,39039419.237256,region
2024/25,North East,475.5700676769018,2091846.9850793048,1825496.5959244184,39140.28888950125,333968.5124552697,167654.11505186206,906290.1382377764,708492.6303775567,2368924.503756478,region
2024/25,North West,2182.0567708052695,9729762.08278068,4477681.942420458,232594.84919067007,1137031.3596355682,513687.3365911032,6841565.5642365655,1967311.0445984325,37992214.09926092,region
2024/25,Northern Ireland,276.6224485505373,494272.6088505746,456984.95930282027,17295.677791703492,194699.10663579704,78387.33785695743,10666738.848419644,550753.9971390112,17265006.456104204,region
2024/25,Scotland,2702.1547149114313,5743731.046019965,8969084.959572492,103031.87778761704,986598.2298699744,230613.77372654655,8407659.672617048,1255676.6489650514,12567408.407594694,region
2024/25,South East,782.085045544803,5296961.215920782,5141566.600833971,42241.591212591156,656159.0552925993,166350.09978212958,454393.61897767376,313227.62140046014,18300706.885093264,region
2024/25,South West,1830.3135204166174,8975434.952999981,10128910.484506015,78740.31268510316,420366.62165957334,75094.24922570983,1208327.0110418985,448431.08100982796,19352772.131871372,region
2024/25,Wales,337.7678954115138,4309279.408940172,2669486.5931370575,22649.525267728233,521165.57280051714,58764.1575245182,6819044.664416259,1629418.6337023803,16592395.463857256,region
2024/25,West Midlands,1979.1974665671587,1168095.4955871494,3910410.2062846236,100271.24086465426,905653.4587763104,253241.76814097678,1897192.5985983047,1244335.7645776705,16019182.667509384,region
2024/25,Yorkshire and The Humber,820.535482285358,1711797.1252969943,3584186.018351543,96494.79519067965,313975.22840334626,305794.9806718325,1301833.8442207612,634546.1262944828,9968932.449376224,region
2025/26,East Midlands,109.51950707249344,2614328.853374172,2558811.8063042252,20418.899443224072,142475.70790824163,41445.38111917929,NA,NA,2370458.5417987094,region
2025/26,East of England,72.65784330666065,629723.653609581,2030828.9650665696,17195.549364135975,48121.41577750091,43131.937598248005,NA,NA,2372760.5074343993,region
2025/26,London,1213.870851547271,3039646.7358228257,2077798.9439747136,14601.961764965954,158559.12886128481,164041.1407172507,NA,NA,11727787.279410867,region
2025/26,North East,206.56997639872134,991926.1713457543,3321572.169331178,10196.830305571855,277973.12585887033,42390.11717620523,NA,NA,3172290.231327957,region
2025/26,North West,1829.8520446976647,2336403.76408372,7534195.979565324,122316.87948504463,236736.2472004034,229289.26581094982,NA,NA,4016273.282450507,region
2025/26,Northern Ireland,550.239232734032,1017845.9750329528,983579.2822064271,41054.69833798352,169659.9488674678,25742.102766289572,NA,NA,1232477.932989159,region
2025/26,Scotland,174.3105936795473,1548891.6367195235,5694456.775169452,45967.72556301579,536331.2327414011,91376.7143000702,NA,NA,5146501.9871405475,region
2025/26,South East,200.57163378596306,3504041.260963233,7552523.8629147485,8159.1096958536655,372907.0287048608,47410.54548865816,NA,NA,8166691.819686786,region
2025/26,South West,108.45886240527035,4283920.1598296445,3514244.8040111675,26692.977908652836,340888.2763791047,24933.16213848268,NA,NA,4171299.150463523,region
2025/26,Wales,554.2513549666852,697904.4395260898,2168124.763690036,5498.776790605858,312367.6342511728,55196.140828379546,NA,NA,3540439.1487437403,region
2025/26,West Midlands,792.2185170929879,2229036.638729445,1844321.8077674445,30896.53733431995,292751.410970439,79138.04033340559,NA,NA,6678632.813735075,region
2025/26,Yorkshire and The Humber,495.30126393251123,2452519.92379944,2517272.583204995,19559.349738191067,373603.0021332644,48176.236179863576,NA,NA,6496371.802541728,region
2026/27,East Midlands,41.20372913628817,1174655.2042275812,543186.0317632213,12313.583803341351,59272.50411428512,NA,NA,NA,1066782.980518166,region
2026/27,East of England,104.34202748537064,299206.50120449206,329572.59421282593,8671.053279842808,100607.63201616798,NA,NA,NA,267215.65165047906,region
2026/27,London,347.88651046603917,3038697.8193491967,4660674.758585415,13356.515149009041,230384.05827506635,NA,NA,NA,6085639.514258736,region
2026/27,North East,63.691035473346716,1106099.9755272116,754023.661068232,3302.818736333959,28586.820059248435,NA,NA,NA,301349.4251931945,region
2026/27,North West,162.698168425262,3411147.1819353956,3637155.3329225793,27117.021707476306,541480.765237124,NA,NA,NA,6021211.176816747,region
2026/27,Northern Ireland,54.35060042850674,354575.66745998274,302831.5569569777,20150.708488795906,65387.07516222335,NA,NA,NA,121068.4854191817,region
2026/27,Scotland,91.6653527699411,2373977.408893312,1953409.4587507264,9482.46345982477,260409.99822556917,NA,NA,NA,3098959.87266897,region
2026/27,South East,40.908669204451144,960386.2944431489,2190778.092773474,3583.0567786898464,246768.8672791047,NA,NA,NA,2740427.4753914443,region
2026/27,South West,270.26356064192953,2096032.132301174,3422060.99406676,15513.152213250287,296653.0958715735,NA,NA,NA,2215448.890031642,region
2026/27,Wales,29.963724805042148,1088291.1268990352,1647967.0360321226,20977.802284898607,118533.08013531752,NA,NA,NA,828837.7933818924,region
2026/27,West Midlands,239.29900558404623,2399809.8704016334,2007945.4517280138,2659.7465048991144,169884.44660192615,NA,NA,NA,2378899.129545086,region
2026/27,Yorkshire and The Humber,80.34770035520197,233386.85450148943,2256062.001646281,18491.619004319047,119748.42653351929,NA,NA,NA,486914.46881976305,region
2027/28,East Midlands,4.484410753659904,84107.82322265925,185570.52381571016,4843.467311628163,40192.26954284161,NA,NA,NA,346364.05143937207,region
2027/28,East of England,9.911305606365204,128711.66866884973,126664.03403368847,2842.21905480288,18887.528399939278,NA,NA,NA,104643.55832731718,region
2027/28,London,18.3258618414402,336224.96062461945,325763.037624474,6877.363758845628,92349.84253710508,NA,NA,NA,131291.6338395829,region
2027/28,North East,38.988677251152694,224648.2182063494,193754.56066244995,8519.994400184602,9635.98971821554,NA,NA,NA,161158.76650159815,region
2027/28,North West,93.7884560611099,1239724.7912010867,1242353.8920681283,10179.622449879347,114218.41277456172,NA,NA,NA,1049085.1103539236,region
2027/28,Northern Ireland,25.560216613300145,40369.1181389469,55727.15863731084,779.8898236045615,13742.004551124017,NA,NA,NA,201360.33432637973,region
2027/28,Scotland,85.19801454618573,376177.0384619192,275373.5956593072,2080.6179880023005,84574.94328155089,NA,NA,NA,101246.22484481141,region
2027/28,South East,9.698809925094247,149782.85646490034,474282.1479878038,3303.47008140292,13781.218357289583,NA,NA,NA,180503.41988926684,region
2027/28,South West,54.13758984990418,601817.557896347,551412.1911455959,926.1478018479422,64145.29454669152,NA,NA,NA,473970.6662693515,region
2027/28,Wales,33.13707219120115,281067.1846588967,52362.74456586168,3269.219987830147,48543.6732636245,NA,NA,NA,151425.55722151883,region
2027/28,West Midlands,25.98879233747721,277823.4456548713,166487.8284679125,1850.9655191615227,58295.71984761805,NA,NA,NA,397981.4278103278,region
2027/28,Yorkshire and The Humber,14.582995835691692,184853.14520428018,135780.76037604437,6685.585068540276,47700.4307930205,NA,NA,NA,183205.08457144108,region
2014/15,Belfast City Region,932.5070755703375,638111.9154551083,5275496.360128409,118388.30961172469,189383.2526098207,9677.660565486754,918791.4524756483,782711.7538277991,7538058.030219584,metro area
2014/15,Bristol,134.75533001553268,4146758.8873996073,10860016.404240357,18944.613229727373,418202.154451631,9581.02997625773,106119.20732154083,182616.09245752133,1983943.0036595645,metro area
2014/15,Cardiff City Region,871.6239838913083,656371.2284663721,1267753.676596019,130795.01123350562,239495.49411956314,3870.4378164187647,1358429.9694939884,251875.40275715722,1848340.872356578,metro area
2014/15,Edinburgh,673.916529128328,1678381.3165073683,5717524.177750476,34123.512424577406,67955.98664516733,8001.440111619828,489935.1101631643,104102.05404199337,7249526.748049776,metro area
2014/15,Glasgow City Region,2097.257351398468,2729641.916549297,7632417.038444544,79847.90805534161,901169.0219547601,19060.865561927,898802.7249253126,835176.4624226794,15114571.116026381,metro area
2014/15,Greater Birmingham and The Black Country,2154.4777153678237,7307423.457134238,7519271.047524133,47866.948975580744,704423.3617353245,27179.21296779993,995799.6418184622,580661.4937086612,15913259.74394778,metro area
2014/15,Greater London,2120.149206742272,23490432.637425482,26804114.342762094,371938.21400975715,1160129.867179054,12777.356681208046,1232318.8610882093,1339865.2917984521,47274894.79727221,metro area
2014/15,Greater Manchester,1309.4831574708223,2367017.381898437,11234189.437057046,150130.48132938892,368226.70025066735,13907.655698711762,1163957.1622411986,592531.7491943615,3318770.3517340645,metro area
2014/15,Leeds City Region,1257.8356004148723,4632431.353845202,2964304.0376308374,157932.17221993805,289901.28759671975,4138.334327710761,433826.6601746253,392298.3931675942,10435912.123389745,metro area
2014/15,Liverpool City Region,356.2472995892167,648465.8421768104,5070054.973051582,71534.52829612493,282076.01093215105,7209.176117305623,771972.8502755178,98412.89012945654,9910234.21559127,metro area
2014/15,Newcastle Met Area,409.25441296584904,441667.2528333491,1738687.1117732045,99828.85791686812,53823.59368085638,7389.165222592025,450234.9992651642,186303.9002255862,726514.6106637658,metro area
2014/15,Nottinghamshire and Derby,399.09838627092546,2578853.594636024,4591148.419337505,61254.21460711957,80627.92203152292,10419.785199181337,766607.4047304223,208683.46270060918,3238739.9114314034,metro area
2014/15,NA,13975.246038558895,39469479.74209005,56188869.78199141,1549919.3994954682,3254923.711794791,72081.15330826286,28529206.807340372,6629827.681078921,67344805.09188607,imd decile
2015/16,Belfast City Region,376.5279332360253,2615205.3438966395,1717726.3700098149,71067.929199785,341418.0340768516,16633.43079373834,1351589.2577850583,699364.396384671,6449360.170471495,metro area
